price,area,province_name,district_name,ward_name,floor_count,frontage_width,bedroom_count,bathroom_count,house_direction
24.249626361591986,75.0,Hà Nội,Tây Hồ,Bưởi,7.0,4.5,11.0,11.0,Unknown
23.264080118751508,33.0,Hà Nội,Cầu Giấy,Dịch Vọng,4.0,3.5,3.0,5.0,Unknown
24.971761079010054,130.0,Hà Nội,Ba Đình,Trúc Bạch,7.0,6.6,4.0,3.0,Unknown
24.67450955554707,100.0,Hồ Chí Minh,1,Tân Định,4.0,5.0,4.0,3.0,Unknown
24.157253041463814,109.8,Hồ Chí Minh,Thủ Đức,Thảo Điền,2.0,4.1,4.0,3.0,Đông
23.240962309638046,45.0,Hà Nội,Cầu Giấy,Nghĩa Đô,7.0,4.7,4.0,3.0,Unknown
23.074641094205127,52.0,Hà Nội,Ba Đình,Unknown,4.0,4.5,4.0,5.0,Unknown
24.19833306717502,170.0,Hà Nội,Hà Đông,Dương Nội,4.0,8.5,4.0,3.0,Unknown
22.625373363492585,80.0,Hồ Chí Minh,Bình Tân,Bình Hưng Hòa,4.0,4.0,8.0,8.0,Nam
24.942773542137225,102.0,Hà Nội,Ba Đình,Cống Vị,4.0,4.7,4.0,3.0,Unknown
22.33270374958051,48.0,Hồ Chí Minh,Tân Bình,14,3.0,4.0,3.0,3.0,Unknown
22.407811222052846,82.0,Hồ Chí Minh,12,Đông Hưng Thuận,2.0,5.0,4.0,3.0,Unknown
23.74855691279049,50.0,Hà Nội,Cầu Giấy,Nghĩa Đô,4.0,4.0,5.0,4.0,Unknown
23.981362375006356,127.0,Hồ Chí Minh,Bình Thạnh,11,4.0,4.7,4.0,3.0,Unknown
23.32595552246487,74.0,Hồ Chí Minh,Bình Thạnh,Unknown,4.0,4.5,4.0,3.0,Nam
25.165917093448492,69.0,Hà Nội,Tây Hồ,Quảng An,4.0,4.7,4.0,3.0,Unknown
21.917188305721876,48.0,Hải Phòng,Hải An,Đằng Hải,4.0,4.7,4.0,4.0,Tây
22.53155460828961,48.0,Hồ Chí Minh,Tân Phú,Phú Thạnh,4.0,4.7,4.0,3.0,Unknown
23.28821519448487,66.0,Hồ Chí Minh,Bình Thạnh,25,4.0,4.0,2.0,2.0,Unknown
22.79012859654597,66.0,Hồ Chí Minh,4,Unknown,4.0,4.7,3.0,3.0,Đông Nam
23.00564822272498,54.0,Hồ Chí Minh,Bình Thạnh,Unknown,5.0,6.0,4.0,3.0,Unknown
22.61788269176455,48.0,Hồ Chí Minh,Tân Bình,8,4.0,3.6,4.0,3.0,Unknown
22.66917598614458,30.0,Hà Nội,Hai Bà Trưng,Unknown,4.0,4.7,4.0,3.0,Unknown
24.1244632186419,120.0,Đà Nẵng,Sơn Trà,An Hải Bắc,4.0,4.7,4.0,3.0,Unknown
23.390494043597812,58.3,Hà Nội,Hoàng Mai,Vĩnh Hưng,7.0,5.0,15.0,15.0,Unknown
23.139179615336747,62.0,Hà Nội,Hoàng Mai,Định Công,4.0,4.0,4.0,4.0,Unknown
21.327581804346188,130.0,Bình Dương,Bến Cát,Thới Hòa,4.0,12.0,3.0,3.0,Unknown
23.71398556872711,46.4,Hồ Chí Minh,10,15,4.0,4.7,4.0,3.0,Unknown
23.7189981105504,158.0,Hồ Chí Minh,Bình Thạnh,Unknown,4.0,4.7,4.0,3.0,Unknown
23.61363759489813,100.0,Hồ Chí Minh,Bình Thạnh,13,5.0,5.0,5.0,4.0,Đông - Bắc
22.802707378751247,36.0,Hồ Chí Minh,3,5,4.0,4.7,4.0,3.0,Unknown
22.875028040322153,30.0,Hà Nội,Cầu Giấy,Trung Hòa,4.0,4.7,3.0,4.0,Unknown
23.61363759489813,43.0,Hà Nội,Cầu Giấy,Trung Hòa,4.0,4.2,3.0,4.0,Unknown
23.75821882370176,142.0,Hồ Chí Minh,Tân Phú,Phú Thạnh,4.0,8.0,4.0,3.0,Unknown
22.751414084370275,35.0,Hồ Chí Minh,Phú Nhuận,1,3.0,3.3,3.0,4.0,Unknown
22.73816885762201,26.0,Hà Nội,Hoàng Mai,Tân Mai,5.0,4.7,3.0,4.0,Unknown
22.666314753863958,30.0,Hà Nội,Long Biên,Ngọc Thụy,4.0,4.0,3.0,4.0,Unknown
24.000410569976324,118.0,Hà Nội,Long Biên,Bồ Đề,4.0,11.0,4.0,3.0,Unknown
22.29188175506859,45.0,Hồ Chí Minh,7,Tân Hưng,4.0,4.7,4.0,3.0,Unknown
23.272711007950107,50.0,Hà Nội,Đống Đa,Unknown,4.0,4.0,4.0,3.0,Unknown
22.15835036247383,129.0,Đà Nẵng,Ngũ Hành Sơn,Hòa Hải,4.0,6.9,2.0,1.0,Đông
22.134252810900577,84.4,Khánh Hòa,Nha Trang,Vĩnh Hòa,4.0,4.7,2.0,1.0,Unknown
22.909317113796863,40.0,Hồ Chí Minh,Bình Thạnh,7,4.0,4.7,3.0,4.0,Unknown
22.88658886272189,83.0,Hồ Chí Minh,Bình Thạnh,11,4.0,4.7,4.0,3.0,Unknown
22.776106696957438,68.0,Hồ Chí Minh,Bình Tân,Tân Tạo,4.0,4.7,5.0,6.0,Nam
21.349204268347666,27.0,Hồ Chí Minh,7,Phú Mỹ,4.0,4.7,2.0,2.0,Unknown
23.025850930040455,54.4,Hồ Chí Minh,Phú Nhuận,Unknown,4.0,3.8,4.0,3.0,Unknown
24.304003132468498,88.0,Hà Nội,Ba Đình,Unknown,4.0,5.0,4.0,3.0,Unknown
23.93410949015767,86.0,Hà Nội,Cầu Giấy,Nghĩa Đô,6.0,4.7,5.0,4.0,Unknown
23.36160862569528,80.0,Hồ Chí Minh,8,4,4.0,4.0,5.0,5.0,Unknown
22.88658886272189,66.0,Hồ Chí Minh,7,Phú Thuận,4.0,8.0,4.0,5.0,Bắc
22.390972657693165,100.0,Hồ Chí Minh,Nhà Bè,Nhơn Đức,2.0,5.0,4.0,3.0,Unknown
23.901319667336022,64.0,Hà Nội,Tây Hồ,Xuân La,5.0,4.0,5.0,3.0,Đông
